user_text,predicted_label,edit_count
Putitonamap98,Geography.Regions.Oceania,1
Putitonamap98,History_and_Society.Society,1
Putnik,Geography.Geographical,1
Putnik,Geography.Regions.Asia.North_Asia,1
Putnik,Geography.Regions.Europe.Western_Europe,1
Pvvertreter,Culture.Media.Media*,1
Pvvertreter,History_and_Society.Politics_and_government,1
Pyaet,Culture.Media.Entertainment,1
Pyaet,Culture.Media.Television,1
Pyaet,Geography.Regions.Africa.Northern_Africa,1
Pyaet,Geography.Regions.Americas.South_America,1
Pyaet,Geography.Regions.Asia.East_Asia,1
Pyaet,Geography.Regions.Europe.Northern_Europe,1
Pyaet,Geography.Regions.Europe.Southern_Europe,1
Pyaet,Geography.Regions.Oceania,1
Pygar1954,Culture.Biography.Biography*,1
Pygar1954,Culture.Media.Media*,1
Pygar1954,History_and_Society.Transportation,1
PyramidsFC,Culture.Sports,1
PyramidsFC,STEM.Biology,1
Pyrlandczyk,Culture.Biography.Biography*,1
Pyrlandczyk,Culture.Linguistics,1
Pyrlandczyk,STEM.STEM*,1
Pyy,Culture.Linguistics,1
Pyy,Culture.Sports,1
Pyy,Geography.Regions.Africa.Africa*,1
Pyy,Geography.Regions.Asia.West_Asia,1
Pyy,Geography.Regions.Europe.Eastern_Europe,1
Pyy,Geography.Regions.Oceania,1
Pyy,History_and_Society.Transportation,1
Pyy,STEM.Medicine_&_Health,1
Pyy,STEM.Space,1
Pyzawędrowniczka,Geography.Regions.Europe.Southern_Europe,1
Pz,Culture.Biography.Biography*,1
Pz,Culture.Media.Films,1
Pz,Culture.Media.Media*,1
Päppi,History_and_Society.Politics_and_government,1
Píteas,Culture.Biography.Women,1
Píteas,Geography.Regions.Europe.Southern_Europe,1
Píteas,History_and_Society.Military_and_warfare,1
Píteas,History_and_Society.Politics_and_government,1
Pólux,Culture.Media.Books,1
Pólux,Culture.Media.Entertainment,1
Pólux,Geography.Regions.Asia.South_Asia,1
Pólux,Geography.Regions.Europe.Northern_Europe,1
Pólux,Geography.Regions.Europe.Southern_Europe,1
Pólux,STEM.Biology,1
Pólux,STEM.Space,1
Pönij,Culture.Media.Entertainment,1
Pönij,Culture.Media.Television,1
Pönij,Culture.Visual_arts.Visual_arts*,1
Pönij,Geography.Regions.Americas.North_America,1
Pönij,History_and_Society.Military_and_warfare,1
Pönij,History_and_Society.Society,1
Pönij,STEM.STEM*,1
Q Valda,Geography.Regions.Asia.North_Asia,1
Q-Wert-273,Culture.Food_and_drink,1
Q-Wert-273,Culture.Linguistics,1
Q-Wert-273,Culture.Media.Media*,1
Q-Wert-273,Culture.Philosophy_and_religion,1
Q-Wert-273,Geography.Regions.Africa.Africa*,1
Q-Wert-273,History_and_Society.History,1
Q-Wert-273,History_and_Society.Military_and_warfare,1
Q-Wert-273,History_and_Society.Politics_and_government,1
Q-Wert-273,STEM.Earth_and_environment,1
Q-bit array,Culture.Biography.Women,1
Q-bit array,Culture.Visual_arts.Fashion,1
Q-bit array,Geography.Regions.Americas.South_America,1
Q-bit array,Geography.Regions.Asia.Southeast_Asia,1
Q-ß,Culture.Media.Media*,1
Q-ß,Geography.Regions.Americas.North_America,1
Q-ß,Geography.Regions.Americas.South_America,1
QBA-bot,Culture.Literature,1
QBA-bot,Geography.Regions.Asia.Central_Asia,1
QBA-bot,Geography.Regions.Asia.South_Asia,1
QBA-bot,Geography.Regions.Asia.Southeast_Asia,1
QBA-bot,Geography.Regions.Europe.Southern_Europe,1
QBA-bot,STEM.Earth_and_environment,1
QBA-bot,STEM.Medicine_&_Health,1
Qantae,Geography.Regions.Americas.Central_America,1
Qaswed,Culture.Literature,1
Qaswed,Geography.Regions.Asia.West_Asia,1
QazNorth,Culture.Media.Media*,1
Qbit,Culture.Media.Media*,1
Qbit,Geography.Regions.Americas.North_America,1
Qbit,STEM.Biology,1
Qbit,STEM.STEM*,1
Qbli2mHd,Culture.Food_and_drink,1
Qbli2mHd,Culture.Linguistics,1
Qbli2mHd,Culture.Media.Music,1
Qbli2mHd,Geography.Regions.Africa.Africa*,1
Qbli2mHd,Geography.Regions.Americas.North_America,1
Qbli2mHd,Geography.Regions.Asia.West_Asia,1
Qbli2mHd,Geography.Regions.Europe.Northern_Europe,1
Qbli2mHd,History_and_Society.Politics_and_government,1
Qbli2mHd,UNKNOWN,1
Qcomp,Culture.Linguistics,1
Qcomp,Culture.Media.Music,1
Qcomp,Culture.Performing_arts,1
Qcomp,Geography.Regions.Africa.Africa*,1
Qcomp,Geography.Regions.Asia.East_Asia,1
Qcomp,STEM.Biology,1
Qcomp,STEM.Earth_and_environment,1
Qcomp,STEM.Physics,1
Qdajet22,Culture.Biography.Biography*,1
Qdajet22,Culture.Media.Media*,1
Qdajet22,Culture.Visual_arts.Visual_arts*,1
Qkaz,Geography.Regions.Europe.Europe*,1
Qkaz,Geography.Regions.Europe.Western_Europe,1
Qki777,Culture.Biography.Biography*,1
Qki777,Culture.Sports,1
Qkrp,Geography.Regions.Americas.South_America,1
Qlhead,Culture.Biography.Biography*,1
Qlhead,Geography.Regions.Asia.Asia*,1
Qmmfqjopz,Culture.Food_and_drink,1
Qmmfqjopz,Culture.Media.Television,1
Qmmfqjopz,Culture.Sports,1
Qmmfqjopz,Geography.Regions.Europe.Eastern_Europe,1
Qmmfqjopz,Geography.Regions.Europe.Southern_Europe,1
Qmmfqjopz,STEM.Biology,1
Qnik73,Culture.Media.Media*,1
Qnik73,STEM.STEM*,1
Qohelet12,History_and_Society.History,1
Qontosumac,Geography.Regions.Europe.Europe*,1
Qontosumac,Geography.Regions.Europe.Western_Europe,1
QoulA,Culture.Media.Television,1
QoulA,STEM.STEM*,1
Qpaly,Culture.Literature,1
Qpaly,Culture.Philosophy_and_religion,1
Qpaly,History_and_Society.Military_and_warfare,1
Qplb191,Culture.Sports,1
Qplb191,Geography.Regions.Asia.Asia*,1
Qqq1000,Culture.Media.Media*,1
Qqq1000,Culture.Media.Television,1
Qqwwewqnj,Culture.Media.Media*,1
Quaaiop1,History_and_Society.History,1
Quaarkman,History_and_Society.Business_and_economics,1
Quadual,Culture.Biography.Biography*,1
QuantumJellybean47,STEM.STEM*,1
Quaranta2,Culture.Philosophy_and_religion,1
Quaranta2,Geography.Regions.Europe.Eastern_Europe,1
Quaranta2,Geography.Regions.Europe.Europe*,1
Quaranta2,STEM.STEM*,1
QubeCube,Culture.Linguistics,1
QubeCube,Culture.Media.Music,1
QubeCube,History_and_Society.History,1
QubeCube,History_and_Society.Military_and_warfare,1
QubeCube,History_and_Society.Politics_and_government,1
Quebecguy,Culture.Media.Entertainment,1
Quebecguy,Geography.Geographical,1
Quebecguy,Geography.Regions.Americas.Central_America,1
Quebecguy,Geography.Regions.Asia.South_Asia,1
Quebecguy,Geography.Regions.Europe.Southern_Europe,1
Quebecguy,STEM.Medicine_&_Health,1
Quedel,Culture.Sports,1
Quedel,Geography.Regions.Europe.Eastern_Europe,1
Quedel,History_and_Society.Transportation,1
QueerLady,Geography.Regions.Europe.Europe*,1
QueerLady,Geography.Regions.Europe.Northern_Europe,1
Quehzneo,Geography.Regions.Europe.Southern_Europe,1
Quellenbrunnen,Culture.Biography.Women,1
Quellenbrunnen,Culture.Media.Media*,1
Quellenbrunnen,Geography.Regions.Africa.Africa*,1
Quellenbrunnen,Geography.Regions.Americas.Central_America,1
Quellenbrunnen,Geography.Regions.Americas.North_America,1
Quellenbrunnen,Geography.Regions.Europe.Northern_Europe,1
QuelloChe 7,Culture.Biography.Biography*,1
QuelloChe 7,Culture.Media.Media*,1
Quenombre123,Culture.Sports,1
Quenombre123,Geography.Regions.Europe.Western_Europe,1
Querstedt,Culture.Media.Media*,1
Querstedt,Geography.Geographical,1
Querstedt,Geography.Regions.Europe.Europe*,1
Querverweiser,Geography.Regions.Europe.Europe*,1
Quevedo.pd,Culture.Biography.Biography*,1
Quevedo.pd,Culture.Sports,1
Quezon95,Culture.Media.Media*,1
Quezon95,Geography.Regions.Asia.Asia*,1
Quezon95,Geography.Regions.Europe.Europe*,1
Quezon95,STEM.Engineering,1
QuiYa,History_and_Society.Business_and_economics,1
Quichot,Culture.Biography.Biography*,1
Quichot,Geography.Regions.Europe.Europe*,1
Quick1984,History_and_Society.History,1
Quidl,Geography.Regions.Europe.Eastern_Europe,1
Quimby,Culture.Literature,1
Quimby,Geography.Regions.Africa.Africa*,1
Quimby,Geography.Regions.Asia.Asia*,1
Quimby,Geography.Regions.Asia.West_Asia,1
Quimby,STEM.Biology,1
Quimby,STEM.Engineering,1
Quinlan83,Culture.Biography.Women,1
Quinlan83,Culture.Media.Books,1
Quinlan83,Culture.Performing_arts,1
Quinlan83,Culture.Visual_arts.Fashion,1
Quinlan83,Geography.Regions.Africa.Southern_Africa,1
Quinlan83,STEM.Mathematics,1
Quinlan83,STEM.Technology,1
Quint. Fabius Maximus,Geography.Regions.Europe.Europe*,1
Quint. Fabius Maximus,Geography.Regions.Europe.Southern_Europe,1
Quintinsoloviev,Culture.Biography.Biography*,1
Quintinsoloviev,Culture.Media.Media*,1
Quintinsoloviev,Geography.Geographical,1
Quintinsoloviev,Geography.Regions.Africa.Africa*,1
Quintinsoloviev,Geography.Regions.Europe.Northern_Europe,1
Quintinsoloviev,STEM.Engineering,1
Quiorm,Culture.Biography.Biography*,1
Quiorm,Culture.Literature,1
Quiorm,Culture.Philosophy_and_religion,1
Quiorm,Geography.Regions.Americas.Central_America,1
Quiorm,Geography.Regions.Europe.Europe*,1
Quiorm,Geography.Regions.Europe.Northern_Europe,1
Quiorm,Geography.Regions.Oceania,1
Quiorm,History_and_Society.History,1
Quiorm,History_and_Society.Military_and_warfare,1
Quiorm,STEM.Biology,1
Quirinius Germanicus,Geography.Regions.Asia.West_Asia,1
Quirinius Germanicus,STEM.STEM*,1
Quizmaster12,Culture.Food_and_drink,1
Quizmaster12,Culture.Sports,1
Quizmaster12,Geography.Regions.Americas.South_America,1
Ququ,Culture.Biography.Biography*,1
Ququ,Culture.Media.Films,1
Ququ,Culture.Sports,1
Ququ,Geography.Regions.Europe.Western_Europe,1
Quri.inka,Geography.Regions.Asia.Asia*,1
Quri.inka,Geography.Regions.Europe.Europe*,1
"Quīdam, el quidam",Culture.Biography.Biography*,1
"Quīdam, el quidam",STEM.STEM*,1
Qwantitativ,STEM.STEM*,1
Qwasx12345,Culture.Sports,1
Qwasx12345,Geography.Regions.Europe.Southern_Europe,1
Qwasx12345,STEM.STEM*,1
Qwert üpoiuz,Geography.Regions.Americas.North_America,1
Qwert üpoiuz,Geography.Regions.Asia.Asia*,1
Qwert üpoiuz,Geography.Regions.Europe.Western_Europe,1
Qwert üpoiuz,STEM.STEM*,1
Qwertfisch,Culture.Sports,1
Qwertfisch,Geography.Regions.Americas.North_America,1
Qwerty12302,Culture.Linguistics,1
Qwerty12302,Culture.Media.Films,1
Qwerty12302,Culture.Media.Media*,1
Qwerty12302,Culture.Media.Music,1
Qwerty12302,Geography.Regions.Africa.Africa*,1
Qwerty12302,Geography.Regions.Asia.West_Asia,1
Qwerty12302,Geography.Regions.Europe.Northern_Europe,1
Qwertz1894,Culture.Biography.Biography*,1
Qwertzu111111,Culture.Media.Music,1
Qwertzu111111,Culture.Sports,1
Qwertzu111111,Culture.Visual_arts.Architecture,1
Qwertzu111111,Culture.Visual_arts.Visual_arts*,1
Qwertzu111111,Geography.Regions.Europe.Northern_Europe,1
Qzxw,Culture.Biography.Biography*,1
Qzxw,Geography.Regions.Europe.Europe*,1
Qzxw,STEM.Medicine_&_Health,1
Qzxw,STEM.STEM*,1
R eddiotos,Culture.Biography.Women,1
R eddiotos,Culture.Media.Media*,1
R eddiotos,Geography.Regions.Asia.Asia*,1
R eddiotos,Geography.Regions.Europe.Western_Europe,1
R-Roessingh,Culture.Food_and_drink,1
R-Roessingh,STEM.STEM*,1
R. C. de Penagos,Culture.Media.Films,1
R. C. de Penagos,STEM.Medicine_&_Health,1
R. Henrik Nilsson,Culture.Biography.Women,1
R. Henrik Nilsson,Culture.Food_and_drink,1
R. Henrik Nilsson,Culture.Linguistics,1
R. Henrik Nilsson,Culture.Literature,1
R. Henrik Nilsson,Culture.Media.Films,1
R. Henrik Nilsson,Culture.Media.Music,1
R. Henrik Nilsson,Geography.Geographical,1
R. Henrik Nilsson,Geography.Regions.Asia.East_Asia,1
R. Henrik Nilsson,Geography.Regions.Oceania,1
R. Henrik Nilsson,History_and_Society.Military_and_warfare,1
R. Vaporú,History_and_Society.Politics_and_government,1
R. Vaporú,History_and_Society.Society,1
R. Vaporú,STEM.STEM*,1
R.Chao,Culture.Food_and_drink,1
R.Tm01,Culture.Media.Television,1
R20R30,Culture.Sports,1
R20R30,STEM.STEM*,1
R2Dine,STEM.STEM*,1
R2d21024,Culture.Media.Television,1
R2d21024,Culture.Media.Video_games,1
R2d21024,Culture.Visual_arts.Visual_arts*,1
R2d21024,Geography.Regions.Africa.Africa*,1
R2d21024,Geography.Regions.Africa.Northern_Africa,1
R2d21024,Geography.Regions.Asia.South_Asia,1
R2d21024,History_and_Society.Politics_and_government,1
R2d21024,History_and_Society.Society,1
R6R7,Culture.Biography.Biography*,1
R6R7,Geography.Regions.Asia.Asia*,1
R6R7,Geography.Regions.Europe.Europe*,1
R6R7,Geography.Regions.Europe.Northern_Europe,1
R6R7,History_and_Society.History,1
RACHID BAYA,Culture.Literature,1
RAL1028,Culture.Food_and_drink,1
RAL1028,Culture.Internet_culture,1
RAL1028,Culture.Literature,1
RAL1028,Culture.Media.Television,1
RAL1028,Culture.Sports,1
RAL1028,Geography.Regions.Asia.Asia*,1
RAL1028,Geography.Regions.Europe.Eastern_Europe,1
RAL1028,STEM.Engineering,1
RAL1028,STEM.Medicine_&_Health,1
RALFFPL,Culture.Sports,1
RASHEEDYE,Culture.Media.Books,1
RASHEEDYE,Culture.Media.Video_games,1
RASHEEDYE,Culture.Visual_arts.Visual_arts*,1
RASHEEDYE,Geography.Regions.Asia.South_Asia,1
RASHEEDYE,STEM.Biology,1
RAWdz Ivan,Culture.Philosophy_and_religion,1
RAWdz Ivan,Culture.Visual_arts.Visual_arts*,1
RB-MoD,Culture.Internet_culture,1
RB-MoD,Culture.Media.Television,1
RB-MoD,Culture.Visual_arts.Comics_and_Anime,1
RB-MoD,Culture.Visual_arts.Visual_arts*,1
RB-MoD,Geography.Geographical,1
RB-MoD,Geography.Regions.Europe.Northern_Europe,1
RB-MoD,Geography.Regions.Europe.Southern_Europe,1
RB-MoD,Geography.Regions.Oceania,1
RB-MoD,History_and_Society.Education,1
RB-MoD,History_and_Society.Transportation,1
RB-MoD,STEM.Engineering,1
RB-MoD,STEM.Technology,1
RBJ~nlwiki,Geography.Regions.Americas.North_America,1
RC-1140,Culture.Visual_arts.Comics_and_Anime,1
RC-1140,History_and_Society.Transportation,1
RCLH,Geography.Regions.Asia.West_Asia,1
RCLH,History_and_Society.Transportation,1
RDOECIII,Culture.Biography.Biography*,1
RDOECIII,Culture.Media.Media*,1
RDOECIII,Geography.Regions.Americas.North_America,1
RDOECIII,Geography.Regions.Europe.Europe*,1
RDPFLAME,Culture.Media.Media*,1
RDPFLAME,Geography.Regions.Americas.South_America,1
RDPFLAME,Geography.Regions.Asia.West_Asia,1
RED WINDER,Culture.Biography.Biography*,1
REPanetta,History_and_Society.Politics_and_government,1
RFART419,Culture.Media.Media*,1
RGLago,Culture.Food_and_drink,1
RGLago,Culture.Literature,1
RGLago,Culture.Media.Entertainment,1
RGLago,Culture.Media.Radio,1
RGLago,Culture.Media.Video_games,1
RGLago,Geography.Geographical,1
RGLago,Geography.Regions.Africa.Africa*,1
RGLago,Geography.Regions.Americas.Central_America,1
RGLago,Geography.Regions.Asia.West_Asia,1
RGLago,History_and_Society.History,1
RGLago,History_and_Society.Military_and_warfare,1
RGLago,STEM.Earth_and_environment,1
RH10,Geography.Regions.Americas.South_America,1
RIMOLA,Geography.Regions.Americas.North_America,1
RO68 ITAwiki,Culture.Media.Media*,1
ROCKY,Culture.Biography.Women,1
ROCKY,Culture.Literature,1
ROCKY,Culture.Media.Media*,1
ROCKY,Geography.Regions.Asia.Southeast_Asia,1
RPI,Culture.Biography.Biography*,1
RPI,Culture.Media.Media*,1
RPI,Culture.Media.Music,1
RPI,Geography.Regions.Europe.Europe*,1
RRJ,Geography.Regions.Asia.Asia*,1
RRJ,Geography.Regions.Asia.North_Asia,1
RRJ,Geography.Regions.Europe.Europe*,1
RRJ,Geography.Regions.Europe.Northern_Europe,1
RSX,Geography.Regions.Europe.Western_Europe,1
RSX,STEM.STEM*,1
RStehn,Culture.Biography.Biography*,1
RStehn,Geography.Regions.Asia.Asia*,1
RStehn,STEM.STEM*,1
RVA2869,Culture.Biography.Biography*,1
RVA2869,Culture.Media.Music,1
RVA2869,Culture.Philosophy_and_religion,1
RVA2869,Geography.Regions.Europe.Europe*,1
RVR2010,Geography.Regions.Asia.West_Asia,1
RX-Guru,Culture.Media.Films,1
RX-Guru,Culture.Media.Music,1
RX-Guru,Culture.Philosophy_and_religion,1
RX-Guru,Geography.Regions.Europe.Western_Europe,1
RX-Guru,STEM.STEM*,1
Ra'ike,Geography.Regions.Americas.North_America,1
Ra'ike,Geography.Regions.Europe.Southern_Europe,1
Raaskal,Culture.Biography.Biography*,1
Raaskal,Geography.Regions.Africa.Africa*,1
Raaskal,Geography.Regions.Europe.Europe*,1
Raaskal,Geography.Regions.Europe.Northern_Europe,1
Raaskal,STEM.Space,1
Raayaan9911,Geography.Regions.Asia.West_Asia,1
Rabanus Flavus,Culture.Biography.Biography*,1
Rabanus Flavus,Culture.Media.Media*,1
Rabanus Flavus,Geography.Regions.Americas.North_America,1
Rabanus Flavus,STEM.STEM*,1
RabbitFromMars,Culture.Media.Media*,1
Rabe.dd,History_and_Society.Military_and_warfare,1
Rabenbunt,Culture.Linguistics,1
Rabenbunt,Culture.Literature,1
Raboe001,Culture.Media.Music,1
Raboe001,Geography.Regions.Asia.Asia*,1
RachelJoeyPhoebe,Culture.Philosophy_and_religion,1
RachelJoeyPhoebe,Geography.Regions.Americas.South_America,1
Rack Pack,Geography.Regions.Europe.Eastern_Europe,1
Rack Pack,Geography.Regions.Europe.Europe*,1
RadLes,History_and_Society.History,1
Radek68,Geography.Regions.Europe.Eastern_Europe,1
Rademacher2015,Geography.Regions.Africa.Africa*,1
Rademacher2015,STEM.STEM*,1
Raderich,Geography.Regions.Americas.South_America,1
Raderich,Geography.Regions.Europe.Europe*,1
Radis,Culture.Media.Music,1
Radis,Culture.Media.Television,1
Radis,Geography.Regions.Europe.Southern_Europe,1
RadixIesse,Culture.Biography.Biography*,1
RadixIesse,Culture.Media.Films,1
RadixIesse,Geography.Regions.Asia.Central_Asia,1
RadixIesse,Geography.Regions.Europe.Eastern_Europe,1
RadixIesse,Geography.Regions.Europe.Europe*,1
Radixsaurus95,History_and_Society.Military_and_warfare,1
Radmir Far,Culture.Sports,1
Radmir Far,Geography.Regions.Asia.Asia*,1
Radmir Far,Geography.Regions.Asia.Central_Asia,1
Radmir Far,Geography.Regions.Europe.Europe*,1
Radomczyk,Geography.Regions.Europe.Western_Europe,1
Radomianin,Culture.Biography.Biography*,1
Radomianin,Culture.Sports,1
Radomianin,Geography.Regions.Europe.Europe*,1
Radoslaw50,Culture.Media.Music,1
Radwan,Culture.Philosophy_and_religion,1
Radwan,Geography.Regions.Europe.Europe*,1
Raedfares,Geography.Regions.Asia.Asia*,1
Rael3,Geography.Regions.Asia.North_Asia,1
Rafa XII,Culture.Sports,1
RafaEl030794,Geography.Regions.Africa.Africa*,1
Rafael Rodríguez Marín,Geography.Regions.Americas.North_America,1
Rafael Rodríguez Marín,History_and_Society.Military_and_warfare,1
Rafael Tumaco,Culture.Biography.Biography*,1
Rafael Tumaco,Geography.Regions.Americas.South_America,1
Rafael Tumaco,History_and_Society.Society,1
Rafael-Italia,Culture.Media.Media*,1
Rafafa1234,Culture.Biography.Biography*,1
Rafafa1234,Geography.Regions.Europe.Europe*,1
Rafafa1234,Geography.Regions.Europe.Western_Europe,1
Rafandalucia,Culture.Media.Music,1
Rafandalucia,Geography.Regions.Americas.South_America,1
Rafandalucia,History_and_Society.Politics_and_government,1
Rafi Pogromca,Culture.Media.Films,1
Rafi Pogromca,Geography.Regions.Americas.Central_America,1
RafitaElias23,Culture.Media.Media*,1
Rafstr,Culture.Biography.Women,1
Rafstr,Culture.Media.Radio,1
Rafstr,Geography.Regions.Africa.Northern_Africa,1
Rafstr,Geography.Regions.Oceania,1
Rafstr,STEM.Chemistry,1
Rafstr,STEM.Mathematics,1
RageJam,Culture.Media.Television,1
RageJam,Geography.Geographical,1
RageJam,Geography.Regions.Asia.South_Asia,1
RageJam,History_and_Society.Business_and_economics,1
RageJam,STEM.Earth_and_environment,1
RageJam,STEM.Space,1
Ragnold,Culture.Biography.Biography*,1
Ragomego,Culture.Biography.Biography*,1
Ragomego,STEM.STEM*,1
Raguadom,Culture.Linguistics,1
Raguadom,Geography.Regions.Americas.North_America,1
Raguadom,Geography.Regions.Europe.Eastern_Europe,1
Raguadom,Geography.Regions.Oceania,1
Raguadom,STEM.Biology,1
Rai282,History_and_Society.Business_and_economics,1
Raic1891,Geography.Regions.Americas.South_America,1
Raimundo Pastor,Culture.Media.Television,1
Raimundo Pastor,Culture.Performing_arts,1
Raimundo Pastor,Culture.Philosophy_and_religion,1
Raimundo Pastor,History_and_Society.Society,1
Raimundo Pastor,STEM.Medicine_&_Health,1
Raimundo57br,Geography.Regions.Europe.Europe*,1
Raimundo57br,History_and_Society.History,1
Rainbow Spike,Culture.Literature,1
Rainbow Spike,Geography.Regions.Europe.Northern_Europe,1
Rainbow Spike,History_and_Society.Military_and_warfare,1
Raincube,Culture.Media.Media*,1
Raincube,History_and_Society.Politics_and_government,1
Rainer,Culture.Biography.Women,1
Rainer,Culture.Linguistics,1
Rainer,Culture.Media.Television,1
Rainer,Culture.Visual_arts.Comics_and_Anime,1
Rainer,Geography.Regions.Americas.Central_America,1
Rainer,Geography.Regions.Americas.North_America,1
Rainer,Geography.Regions.Asia.Asia*,1
Rainer,Geography.Regions.Asia.North_Asia,1
Rainer,Geography.Regions.Europe.Southern_Europe,1
Rainer,History_and_Society.History,1
Rainer,History_and_Society.Transportation,1
Rainer,STEM.Biology,1
Rainer,STEM.STEM*,1
Rainer Driesen,Geography.Regions.Africa.Northern_Africa,1
RainerNFT,Culture.Biography.Biography*,1
RainerNFT,Geography.Regions.Europe.Western_Europe,1
Rainerhaufe,Geography.Regions.Europe.Western_Europe,1
Rainyx,Geography.Regions.Europe.Western_Europe,1
Rainyx,History_and_Society.Politics_and_government,1
Rainyx,History_and_Society.Transportation,1
Rainyx,STEM.STEM*,1
Rais Namiq,Geography.Geographical,1
Rais Namiq,Geography.Regions.Europe.Eastern_Europe,1
RaiymbekZh,Culture.Media.Films,1
RaiymbekZh,History_and_Society.Military_and_warfare,1
Rak Mnak,Culture.Food_and_drink,1
Rak Mnak,Culture.Internet_culture,1
Rak Mnak,Geography.Regions.Africa.Africa*,1
Rak Mnak,Geography.Regions.Asia.West_Asia,1
Rak Mnak,Geography.Regions.Europe.Eastern_Europe,1
Rakoon,Culture.Media.Films,1
Rakoon,Culture.Sports,1
Rakoon,History_and_Society.Politics_and_government,1
Ralf Hieber,Culture.Biography.Biography*,1
Ralf Hieber,Culture.Media.Media*,1
Ralf Hieber,STEM.STEM*,1
Ralf König,Culture.Media.Films,1
Ralf König,Culture.Visual_arts.Comics_and_Anime,1
Ralf Roletschek,Culture.Linguistics,1
Ralf Roletschek,Geography.Regions.Americas.Central_America,1
Ralf Roletschek,Geography.Regions.Asia.East_Asia,1
Ralf Roletschek,History_and_Society.Military_and_warfare,1
Ralf Roletschek,History_and_Society.Society,1
Raltama,Culture.Philosophy_and_religion,1
Ramaxel,Culture.Biography.Women,1
Ramaxel,Culture.Visual_arts.Visual_arts*,1
Ramaxel,Geography.Regions.Africa.Africa*,1
Ramaxel,Geography.Regions.Americas.Central_America,1
Ramaxel,Geography.Regions.Asia.Asia*,1
Ramaxel,Geography.Regions.Asia.East_Asia,1
Ramaxel,Geography.Regions.Asia.North_Asia,1
Ramaxel,Geography.Regions.Europe.Eastern_Europe,1
Ramaxel,Geography.Regions.Europe.Southern_Europe,1
Ramaxel,Geography.Regions.Europe.Western_Europe,1
Ramaxel,Geography.Regions.Oceania,1
Ramaxel,History_and_Society.History,1
Ramaxel,History_and_Society.Politics_and_government,1
Ramirotelesilla24,Geography.Regions.Americas.South_America,1
Ramirotelesilla24,History_and_Society.Politics_and_government,1
Rammie2010,Geography.Geographical,1
RamonNQ,Culture.Biography.Biography*,1
RamonNQ,History_and_Society.Transportation,1
Ramona Schuck,Geography.Regions.Oceania,1
Ramone5201,Culture.Biography.Biography*,1
Ramone5201,Culture.Sports,1
Rampion,Culture.Literature,1
Rampion,Culture.Media.Films,1
Rampion,Culture.Visual_arts.Visual_arts*,1
Rampion,Geography.Geographical,1
Rampion,Geography.Regions.Asia.Central_Asia,1
Rams X,Culture.Biography.Women,1
Ramón G,Geography.Regions.Europe.Southern_Europe,1
RanaPirata,Geography.Regions.Europe.Eastern_Europe,1
Rancaguacl,STEM.STEM*,1
Randa107,Geography.Regions.Asia.Asia*,1
Randa107,Geography.Regions.Asia.West_Asia,1
"RandomPerson3,14159",Culture.Sports,1
RandomPerson73,STEM.Mathematics,1
RandomPerson73,STEM.STEM*,1
Randomp4rson,Geography.Regions.Americas.South_America,1
Randomp4rson,Geography.Regions.Europe.Southern_Europe,1
Raneddo,Culture.Biography.Biography*,1
Raneddo,Culture.Media.Media*,1
Raneddo,Culture.Philosophy_and_religion,1
Raneddo,Geography.Regions.Asia.Asia*,1
Ranofuchs,Geography.Regions.Europe.Western_Europe,1
Rap no Davinci,Geography.Regions.Americas.South_America,1
Rap no Davinci,Geography.Regions.Europe.Southern_Europe,1
Rap no Davinci,History_and_Society.Business_and_economics,1
Rapesovskyy,Culture.Philosophy_and_religion,1
Rapesovskyy,UNKNOWN,1
Raphael65,Culture.Media.Media*,1
Raphael65,Culture.Philosophy_and_religion,1
Raphael65,Geography.Geographical,1
Raphael65,Geography.Regions.Europe.Western_Europe,1
Raphael65,STEM.STEM*,1
Raphgob2000,Geography.Regions.Africa.Africa*,1
Raphgob2000,Geography.Regions.Asia.West_Asia,1
Raphgob2000,Geography.Regions.Europe.Europe*,1
Rappatoni,STEM.Space,1
Rarozero,Culture.Media.Music,1
Rarozero,Geography.Regions.Europe.Europe*,1
Ras al Ghoul,Culture.Linguistics,1
Ras al Ghoul,Culture.Media.Media*,1
Ras al Ghoul,Geography.Regions.Europe.Europe*,1
Rasant20,Culture.Biography.Biography*,1
RaschenTechner,Culture.Linguistics,1
RaschenTechner,Culture.Media.Films,1
RaschenTechner,Culture.Media.Music,1
RaschenTechner,Culture.Visual_arts.Visual_arts*,1
RaschenTechner,Geography.Regions.Americas.South_America,1
RaschenTechner,Geography.Regions.Asia.West_Asia,1
RaschenTechner,Geography.Regions.Europe.Western_Europe,1
Rasentreter26,Culture.Biography.Biography*,1
Rasentreter26,Culture.Sports,1
Rasentreter26,Geography.Regions.Americas.South_America,1
Rasibo,Culture.Philosophy_and_religion,1
Rasmusklump,Geography.Regions.Americas.Central_America,1
Rasmusklump,STEM.STEM*,1
Raspycat77,Culture.Literature,1
Raspycat77,Culture.Visual_arts.Visual_arts*,1
Raspycat77,Geography.Regions.Africa.Southern_Africa,1
Raspycat77,Geography.Regions.Asia.Asia*,1
Raspycat77,Geography.Regions.Asia.East_Asia,1
Raspycat77,Geography.Regions.Asia.Southeast_Asia,1
Raspycat77,History_and_Society.History,1
Raspycat77,STEM.Biology,1
Raspycat77,STEM.Engineering,1
Raspycat77,STEM.Space,1
Rassim,Geography.Regions.Europe.Eastern_Europe,1
