user_text,Geography.Geographical,Geography.Regions.Africa.Africa*,Geography.Regions.Africa.Central_Africa,Geography.Regions.Africa.Eastern_Africa,Geography.Regions.Africa.Northern_Africa,Geography.Regions.Africa.Southern_Africa,Geography.Regions.Africa.Western_Africa,Geography.Regions.Americas.Central_America,Geography.Regions.Americas.North_America,Geography.Regions.Americas.South_America,Geography.Regions.Asia.Asia*,Geography.Regions.Asia.Central_Asia,Geography.Regions.Asia.East_Asia,Geography.Regions.Asia.North_Asia,Geography.Regions.Asia.South_Asia,Geography.Regions.Asia.Southeast_Asia,Geography.Regions.Asia.West_Asia,Geography.Regions.Europe.Eastern_Europe,Geography.Regions.Europe.Europe*,Geography.Regions.Europe.Northern_Europe,Geography.Regions.Europe.Southern_Europe,Geography.Regions.Europe.Western_Europe,Geography.Regions.Oceania,total,top_label
Cluepon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Hein Klemann,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
92.111.134.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
62.45.15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-38658-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
2001:4C3C:4E08:1D00:6CF7:B23E:75B2:E7DD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Zoozot,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.South_America
Alberto Marchal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-44342-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
2A02:A210:8C2:9300:A15E:8BA4:B254:67A9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
2A02:A03F:E823:2E00:8170:6AA8:AF2E:5147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Geography.Regions.Europe.Northern_Europe
MadamIamadam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
~2025-50528-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
145.58.24.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
84.87.111.104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Geographical
213.124.55.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Geography.Regions.Europe.Southern_Europe
Quichot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Zinda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-34034-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Hanswilliams71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
78.29.192.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Gebruiker456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-45125-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-58162-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Rammie2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Geographical
2001:4C3C:4E08:1D00:71F2:2FB6:6B2C:80D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-34404-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.South_Asia
Buitingm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Geography.Regions.Europe.Southern_Europe
TaalkundigJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Meerkoetm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
45.92.248.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Record.ed1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Jozefus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
BoH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
2001:1C06:2800:A400:14C9:887E:E52E:497E,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
77.161.191.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
94.168.95.226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.South_America
92.66.253.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Sjoerel21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Southeast_Asia
Mushlack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
95.97.210.170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.Central_America
HansVanEijsden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
TheuBen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
KABEHIBR1234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Africa.Africa*
Van Atrecht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
193.148.8.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Avanbijleveld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-27357-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
WillemVanA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.Central_America
213.124.78.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
109.135.6.128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
~2025-54077-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
SilentMosquito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Mfgr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
84.29.74.145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Africa.Africa*
~2025-41403-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
62.45.81.130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
105.74.0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
145.140.17.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Noverraz99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Africa.Africa*
2601:8C0:A81:1640:8CFD:BA66:7130:F995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Elliot ev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Luka 1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Geography.Regions.Asia.West_Asia
Kikker v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-28451-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Astrobeer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
78.29.239.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
194.13.118.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Geography.Regions.Europe.Northern_Europe
AmsterdamNZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-27308-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-26140-80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.East_Asia
~2025-32842-7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
Redacteur2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
195.222.119.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Geography.Regions.Europe.Northern_Europe
Jona Lendering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
81.83.15.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
2001:4C3C:4E08:1D00:3913:F5AE:A8D:8188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
160.20.148.17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.Central_America
Sjoerd Wennekes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-27441-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-120376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
91.183.176.86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
JW Kwelder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
MeadowValley,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
144.178.238.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
194.13.118.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Geography.Regions.Europe.Northern_Europe
Dracula1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-55626-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-27492-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Geography.Regions.Europe.Northern_Europe
ODS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
92.67.185.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
MB30038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Wendy2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Emelha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
86.83.67.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-30724-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-28448-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Mutton03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Sabibori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
2001:4C3C:4E08:1D00:1966:4CE0:308C:DDBB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
IsaWP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Michael de Wouter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Mar-loes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Lidewij C J.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-106393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Robin van der Vliet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
81.246.48.190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
159.46.196.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
DenRemSee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Inventio,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
Артем Загребельный,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Besni89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
195.8.101.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
185.175.106.190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Librepawel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
WujekJasiek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
ArturM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Kurdewezwyjdz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-60428-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-46698-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-30788-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
87.205.141.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Al20s3k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Michalpietrzak2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
Filet 123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Sir Lothar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Geography.Regions.Asia.West_Asia
~2025-43765-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.Central_America
Orjot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Onegumas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Poznaniak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Leśne Wędrowanie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-41922-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Teceha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
Synproboszcza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Jakub.ciechulski,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
Dixmakr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Lemens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Marcin Galant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-79456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
PGorka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
RokiR222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
AlexKazakhov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Geography.Regions.Europe.Northern_Europe
~2025-29676-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Geographical
Minionono99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
31.183.141.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Matman z Lublina,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
~2025-57385-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-27871-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Janusz Iwański,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Rafi Pogromca,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.Central_America
Maureliusz,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
~2025-95700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Sdgfdb839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-47897-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Rav kr,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
Marqk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Airwolf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
31.178.80.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
PiotrTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Likopinina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Gordon2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.Central_America
185.235.206.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Kubikol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Paweł Ziemian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Fr.a x.nx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-48945-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-51055-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-75998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Chadecki europeista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Nietzsche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
193.109.244.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
46.149.211.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Shirrapal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Geography.Regions.Europe.Northern_Europe
~2025-32967-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Enstropia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Sajmon Pierwszy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
178.43.161.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Jakas1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-40581-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
DaMianek224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
